SK_ID_CURR,TARGET,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BUREAU_LOAN_COUNT,BUREAU_OVERDUE_RATIO,PREV_APPLICATION_COUNT,PREV_APPROVAL_RATE,INSTALLMENT_LATE_RATIO,INSTALLMENT_AVG_DAYS_LATE
100405,0,F,-12895,-10146,196151.38,300995.3,23321.39,Secondary,Married,House / apartment,Pensioner,0.2448,0.312,0.6291,0,0.192,3,0.26,0.091,0.25
100406,1,F,-19215,-3988,127234.7,637044.62,25580.68,Incomplete higher,Civil marriage,House / apartment,Pensioner,0.6861,0.4389,0.6684,2,0.1818,2,0.8265,0.3204,7.38
100407,1,F,-10649,-1779,138047.32,666647.02,29103.56,Higher education,Single / not married,House / apartment,Working,0.2273,0.5422,0.5136,1,0.3294,1,0.5716,0.079,0.64
100408,0,M,-17012,365243,232404.69,1084919.09,117931.58,Lower secondary,Widow,House / apartment,Pensioner,0.4825,0.7573,0.6438,2,0.0037,1,0.9191,0.5487,10.51
100409,0,F,-21245,-13784,49208.26,164863.45,11907.72,Secondary,Married,House / apartment,Commercial associate,0.5871,0.5877,0.6564,4,0.2509,2,0.8297,0.03,0.45
100410,0,M,-14362,365243,72181.58,269230.25,8974.68,Secondary,Single / not married,House / apartment,Working,0.3763,0.1731,0.3714,7,0.1122,2,0.8368,0.2875,2.77
100411,0,F,-10218,-8763,65172.84,292424.01,35770.35,Higher education,Married,House / apartment,Commercial associate,0.7767,0.5766,0.4441,5,0.1729,2,0.6833,0.1382,0.9
100412,1,M,-14656,-11798,40803.01,236631.46,8377.65,Higher education,Widow,Municipal apartment,Working,0.3414,0.4177,0.4198,0,0.1217,3,0.512,0.1132,0.87
100413,0,F,-20930,-13181,101412.8,281031.53,10816.91,Secondary,Married,House / apartment,Commercial associate,0.6238,0.5678,0.5143,1,0.0553,1,0.9328,0.0151,0.17
100414,0,F,-24021,-5086,222390.17,1081682.52,45058.51,Secondary,Single / not married,House / apartment,Commercial associate,0.5011,0.4785,0.6515,3,0.1444,2,0.8123,0.1464,2.13
100415,0,M,-18319,-11060,125908.88,537288.79,26539.6,Higher education,Civil marriage,House / apartment,Commercial associate,0.0781,0.3851,0.6493,2,0.0225,2,0.6948,0.0743,0.88
100416,0,F,-19302,-7589,164190.82,715302.76,52655.52,Higher education,Married,House / apartment,Pensioner,0.1947,0.6675,0.4716,0,0.0922,0,0.8085,0.2187,4.97
100417,0,M,-14800,-2527,268087.75,515102.84,44411.66,Higher education,Married,House / apartment,Working,0.333,0.5243,0.6248,1,0.2759,4,0.765,0.0486,0.59
100418,0,F,-23916,-7785,305659.61,1509172.04,163009.75,Secondary,Separated,House / apartment,Commercial associate,0.4743,0.8179,0.6248,1,0.1138,0,0.8243,0.0714,1.0
100419,0,F,-22858,-669,141771.82,474722.73,23323.8,Secondary,Single / not married,Municipal apartment,Commercial associate,0.7295,0.204,0.5228,3,0.0686,2,0.8242,0.1171,2.88
100420,0,F,-24687,-8865,310044.85,924815.63,33790.78,Higher education,Single / not married,With parents,Working,0.4241,0.6799,0.5424,3,0.0723,0,0.7762,0.2341,1.9
100421,0,M,-22741,-3797,154920.86,533863.36,47018.67,Higher education,Single / not married,With parents,Self-employed,0.3911,0.5245,0.5147,1,0.0545,2,0.8116,0.1239,1.21
100422,0,F,-17083,365243,92914.13,503933.31,37956.47,Secondary,Married,House / apartment,State servant,0.2649,0.395,0.3043,1,0.0132,0,0.8279,0.0446,0.15
100423,0,F,-24477,-10297,106200.04,471420.87,41800.22,Higher education,Civil marriage,With parents,State servant,0.6723,0.2059,0.6367,1,0.0157,1,0.6304,0.0394,0.36
100424,0,F,-18207,-5095,65231.97,100593.74,4634.77,Secondary,Married,House / apartment,Working,0.5024,0.3829,0.1922,7,0.0855,1,0.7263,0.3259,0.64
100425,0,F,-18059,-6526,90357.24,230888.34,9319.23,Secondary,Separated,House / apartment,Working,0.591,0.3033,0.511,1,0.1595,4,0.7058,0.0334,0.38
100426,1,F,-19039,-1254,120944.96,559509.13,21112.3,Secondary,Married,House / apartment,Pensioner,0.6552,0.5501,0.5059,2,0.4199,3,0.5267,0.0247,0.36
100427,1,F,-10624,-1166,229113.26,1246414.05,94378.89,Secondary,Married,Rented apartment,Pensioner,0.6594,0.4962,0.4423,3,0.202,2,0.6666,0.0547,1.22
100428,0,F,-22308,-13418,379429.24,1487874.85,63547.17,Secondary,Widow,House / apartment,Commercial associate,0.4918,0.5562,0.7411,2,0.0811,2,0.8364,0.0263,0.46
100429,0,M,-13788,-8758,68857.89,286791.52,16016.64,Higher education,Civil marriage,With parents,Commercial associate,0.6324,0.5433,0.6259,0,0.0646,3,0.7753,0.1259,0.49
100430,0,F,-19087,-5890,182783.03,505373.01,16976.59,Secondary,Married,House / apartment,State servant,0.6491,0.5431,0.6614,2,0.2133,0,0.8766,0.0794,0.51
100431,0,F,-22399,-9721,83091.76,177018.26,7544.94,Incomplete higher,Separated,With parents,State servant,0.5093,0.4598,0.3564,1,0.1405,1,0.7775,0.1254,2.63
100432,0,F,-9350,-10614,191201.55,663287.92,64659.25,Secondary,Married,House / apartment,Pensioner,0.4365,0.5105,0.5562,2,0.0637,0,0.8795,0.3231,2.24
100433,0,F,-12680,-1661,137022.76,537423.98,36572.99,Secondary,Married,House / apartment,Commercial associate,0.4251,0.3891,0.5205,0,0.3594,1,0.749,0.1919,4.74
100434,1,F,-24155,-13444,53798.55,217385.27,9492.24,Secondary,Married,House / apartment,Commercial associate,0.6443,0.4697,0.7225,1,0.0422,2,0.5321,0.4521,4.44
100435,0,M,-13758,-9571,245380.01,578172.36,24748.08,Higher education,Married,With parents,Working,0.7531,0.3732,0.2642,1,0.043,2,0.8324,0.2527,4.73
100436,0,F,-19120,-4517,105582.68,195008.5,11729.03,Secondary,Single / not married,House / apartment,Working,0.5755,0.7461,0.5694,0,0.128,2,0.4107,0.2532,1.81
100437,0,F,-17344,-3924,109793.31,330527.13,22722.97,Secondary,Single / not married,House / apartment,Working,0.6727,0.6363,0.5859,2,0.1301,2,0.7887,0.0601,0.65
100438,0,M,-22858,-1282,81767.59,418064.5,30680.4,Higher education,Married,House / apartment,Pensioner,0.4202,0.4776,0.6788,4,0.0621,2,0.8308,0.0994,0.87
100439,0,F,-16426,-3745,102759.25,280295.58,18549.51,Secondary,Married,Municipal apartment,Working,0.3389,0.4244,0.7045,2,0.0139,0,0.8791,0.068,0.7
100440,0,F,-14896,-4908,186342.14,852826.0,85962.89,Secondary,Civil marriage,House / apartment,State servant,0.6657,0.6068,0.5725,5,0.0864,2,0.9364,0.2225,2.16
100441,0,F,-7593,-3110,132709.21,354138.96,22104.14,Secondary,Married,House / apartment,Commercial associate,0.7834,0.6291,0.768,1,0.0251,1,0.8506,0.0909,1.45
100442,0,M,-15790,-9796,176444.93,451188.23,38952.13,Secondary,Civil marriage,House / apartment,Pensioner,0.4334,0.5831,0.5266,3,0.4033,0,0.554,0.2912,6.74
100443,0,F,-17764,-3686,179702.33,440273.36,34266.77,Lower secondary,Separated,With parents,Working,0.382,0.5323,0.3693,1,0.117,0,0.687,0.1728,1.17
100444,0,F,-19620,-7297,304480.98,1043977.93,79832.91,Higher education,Married,House / apartment,Working,0.3077,0.7069,0.4225,1,0.0158,1,0.8492,0.0151,0.0
100445,0,M,-21253,-8157,121962.34,330417.6,28026.49,Secondary,Married,House / apartment,State servant,0.2829,0.4122,0.839,3,0.1392,1,0.8731,0.0762,0.81
100446,0,F,-21185,-1094,65364.08,204658.06,10738.9,Secondary,Married,House / apartment,Self-employed,0.543,0.6405,0.5895,2,0.0346,3,0.7191,0.0413,0.9
100447,0,F,-15513,-2463,264864.15,1084590.08,48023.26,Higher education,Married,House / apartment,Working,0.4694,0.2103,0.5525,3,0.2365,3,0.7601,0.0888,0.71
100448,0,F,-8703,-1024,122722.56,643451.95,23707.86,Higher education,Married,House / apartment,State servant,0.5692,0.5333,0.7423,1,0.1077,1,0.7516,0.0298,0.38
100449,0,F,-11848,-10086,271855.47,1345005.17,68898.94,Secondary,Married,House / apartment,Self-employed,0.686,0.5131,0.3468,2,0.0182,3,0.8123,0.0273,0.6
100450,0,F,-14585,-10213,181835.45,630583.67,68859.65,Higher education,Married,House / apartment,Working,0.7854,0.6561,0.6895,2,0.1821,2,0.8174,0.2827,3.5
100451,0,F,-24809,-1888,137018.93,391994.04,25725.04,Secondary,Married,House / apartment,Commercial associate,0.6914,0.3249,0.6344,1,0.292,2,0.7744,0.0121,0.14
100452,0,F,-21068,-10753,178407.71,794834.35,40413.52,Secondary,Civil marriage,House / apartment,Working,0.7646,0.606,0.6098,1,0.3984,2,0.5931,0.0718,0.76
100453,0,F,-23298,-11845,430652.56,1485622.5,62500.56,Secondary,Widow,House / apartment,Working,0.3814,0.3748,0.206,3,0.0494,2,0.7212,0.0515,0.75
100454,0,M,-25046,-1598,461547.06,2265169.71,174137.52,Secondary,Single / not married,House / apartment,Pensioner,0.4742,0.4177,0.6863,1,0.1556,6,0.7172,0.2899,1.34
100455,0,M,-9681,-1706,152994.86,821126.75,33340.09,Secondary,Married,House / apartment,Pensioner,0.7546,0.6693,0.4375,0,0.1225,2,0.7329,0.0657,0.58
100456,0,F,-7508,-11602,160830.26,448686.05,18565.14,Secondary,Married,House / apartment,Commercial associate,0.3677,0.2858,0.6935,3,0.0586,4,0.4973,0.0151,0.29
100457,0,F,-17565,-4506,266181.07,860430.11,35160.88,Incomplete higher,Married,House / apartment,Commercial associate,0.6059,0.8583,0.3348,3,0.2625,4,0.6329,0.0248,0.59
100458,0,F,-12036,-5045,92492.83,150767.62,6660.3,Higher education,Married,House / apartment,Self-employed,0.2832,0.4378,0.6238,2,0.18,6,0.711,0.0326,0.13
100459,0,F,-22839,-8590,176873.26,607099.89,46305.4,Incomplete higher,Married,House / apartment,Working,0.5271,0.4795,0.5928,3,0.0526,0,0.6016,0.0958,1.13
100460,0,M,-15613,-995,145186.65,504126.3,24122.07,Secondary,Married,Municipal apartment,Self-employed,0.4832,0.5325,0.2278,3,0.1085,1,0.6327,0.3131,4.22
100461,0,F,-7467,-6392,175018.95,984487.24,69930.45,Higher education,Married,House / apartment,Commercial associate,0.7126,0.4796,0.6801,1,0.1222,1,0.8184,0.295,2.41
100462,1,M,-11287,-4874,93120.27,309811.14,11002.99,Higher education,Married,House / apartment,Self-employed,0.3961,0.6148,0.1306,1,0.3012,3,0.5991,0.3754,6.34
100463,0,F,-13408,-12011,61435.18,209818.57,22940.09,Secondary,Separated,House / apartment,State servant,0.4489,0.4967,0.4545,3,0.1498,0,0.8238,0.0898,1.25
100464,0,M,-7781,-10664,47092.03,140367.67,6131.47,Secondary,Single / not married,House / apartment,Working,0.4044,0.6076,0.531,2,0.1185,4,0.7028,0.0656,0.6
100465,0,M,-12976,-4185,79653.3,156536.12,5762.89,Higher education,Married,With parents,Pensioner,0.5138,0.3935,0.2363,2,0.0173,1,0.836,0.1791,0.31
100466,1,F,-16949,-9574,114431.15,482402.4,31389.86,Secondary,Single / not married,House / apartment,Commercial associate,0.6404,0.6598,0.5856,2,0.2137,3,0.4843,0.2081,1.78
100467,0,F,-23275,-5880,125334.9,307157.75,22622.63,Secondary,Single / not married,House / apartment,Working,0.7069,0.5353,0.1909,4,0.0486,1,0.7476,0.0691,0.48
100468,0,M,-18914,-7029,427400.65,1642741.63,157065.97,Higher education,Widow,Rented apartment,Working,0.3121,0.3353,0.525,3,0.2521,2,0.8114,0.2495,0.92
100469,0,F,-8967,-10734,270572.77,1341773.18,69162.77,Higher education,Married,House / apartment,Commercial associate,0.6424,0.4907,0.722,1,0.0973,2,0.8193,0.3004,6.2
100470,1,M,-14741,-4082,86755.57,416578.68,34272.9,Secondary,Married,Municipal apartment,Commercial associate,0.386,0.5323,0.7032,3,0.1521,1,0.4222,0.0508,1.15
100471,0,F,-21048,-8441,178303.0,355216.95,16947.2,Secondary,Single / not married,House / apartment,Working,0.5407,0.6756,0.5564,3,0.0204,1,0.4973,0.0895,1.02
100472,0,M,-13915,-6101,117725.03,399548.68,19401.45,Higher education,Single / not married,House / apartment,State servant,0.6401,0.752,0.3094,0,0.0629,2,0.7243,0.1707,1.78
100473,0,F,-17371,-9490,125944.91,642165.42,59170.98,Secondary,Single / not married,House / apartment,Commercial associate,0.3658,0.7855,0.7663,5,0.2342,1,0.9374,0.1709,1.16
100474,0,F,-24927,-5571,163069.07,249707.47,10754.65,Secondary,Married,House / apartment,Working,0.3207,0.5685,0.45,1,0.1652,4,0.5963,0.2179,4.07
100475,0,F,-9764,-13655,207014.5,447953.51,15895.16,Higher education,Married,House / apartment,State servant,0.5371,0.3229,0.3027,1,0.2634,0,0.9335,0.0191,0.2
100476,0,F,-15840,365243,122199.21,412921.56,14496.66,Incomplete higher,Single / not married,Municipal apartment,State servant,0.3739,0.6691,0.3748,2,0.1754,3,0.8425,0.0359,0.22
100477,0,F,-18203,-1599,264373.55,998811.24,88568.92,Incomplete higher,Single / not married,House / apartment,Working,0.3866,0.7108,0.3996,0,0.0435,1,0.481,0.167,3.58
100478,1,F,-21573,-7149,78584.83,302557.73,11587.54,Incomplete higher,Married,House / apartment,Commercial associate,0.5122,0.6522,0.5986,2,0.1395,3,0.7297,0.1327,1.32
100479,0,F,-22266,-3484,147780.96,814328.22,33306.98,Lower secondary,Married,House / apartment,Pensioner,0.423,0.6081,0.2808,0,0.1215,1,0.7567,0.0773,1.74
100480,0,F,-12436,-6647,614596.08,2993749.64,102704.02,Higher education,Separated,House / apartment,Working,0.3707,0.3837,0.3661,4,0.0024,2,0.8829,0.4065,3.15
100481,0,M,-15650,-13441,166490.55,962349.58,71708.37,Secondary,Married,House / apartment,Commercial associate,0.2661,0.3826,0.6544,2,0.0344,1,0.6726,0.0079,0.08
100482,0,F,-22147,-1496,323925.22,1893458.43,91575.65,Higher education,Married,House / apartment,Working,0.561,0.4456,0.4284,1,0.0449,2,0.7645,0.0115,0.03
100483,0,F,-22304,-621,154869.19,267512.1,13517.28,Higher education,Married,House / apartment,Working,0.4553,0.784,0.307,2,0.0122,1,0.8845,0.073,0.37
100484,0,F,-22031,-4236,202688.87,395603.37,15083.55,Higher education,Single / not married,House / apartment,Commercial associate,0.5528,0.3911,0.813,3,0.1456,2,0.7825,0.075,1.19
100485,1,F,-19240,-6363,142738.45,731799.97,75713.46,Incomplete higher,Civil marriage,House / apartment,Working,0.3561,0.4817,0.303,4,0.0959,3,0.6543,0.1491,0.93
100486,0,F,-12087,-1884,134091.25,765220.55,39252.45,Secondary,Married,House / apartment,Commercial associate,0.462,0.3928,0.4248,3,0.0239,1,0.6591,0.0995,0.27
100487,1,M,-13886,-10159,95921.43,438553.11,24488.18,Secondary,Widow,With parents,Working,0.2576,0.6087,0.32,1,0.357,1,0.7429,0.1423,0.44
100488,0,F,-19029,-8790,186589.4,287745.94,9704.72,Higher education,Civil marriage,House / apartment,Working,0.4376,0.3675,0.6726,3,0.2996,1,0.4322,0.0168,0.3
100489,0,F,-11849,-10246,92194.39,177846.02,6823.59,Secondary,Married,Rented apartment,Working,0.848,0.5262,0.653,3,0.0267,3,0.8772,0.0257,0.47
100490,1,F,-19497,-6173,212367.15,1242184.83,42801.91,Secondary,Married,House / apartment,Self-employed,0.5936,0.3185,0.5175,2,0.2065,2,0.7134,0.0855,1.57
100491,0,F,-16510,-13587,267508.83,509292.63,21862.53,Secondary,Single / not married,Rented apartment,State servant,0.4611,0.5236,0.3346,0,0.2869,0,0.7079,0.0124,0.28
100492,0,F,-15216,-9810,180158.5,1000526.62,75485.11,Higher education,Widow,House / apartment,Pensioner,0.2875,0.6109,0.301,0,0.5491,2,0.7129,0.0093,0.06
100493,0,F,-13656,-13440,125814.41,400492.4,17727.69,Secondary,Married,Rented apartment,Working,0.5266,0.5734,0.4433,1,0.1563,0,0.86,0.1106,1.69
100494,0,F,-21139,-1279,189033.79,1075058.44,40780.68,Secondary,Civil marriage,House / apartment,Commercial associate,0.4764,0.6127,0.4714,0,0.0102,2,0.7316,0.0226,0.21
100495,1,F,-15625,-9743,124272.23,297007.55,20496.03,Incomplete higher,Widow,Rented apartment,Working,0.5358,0.6124,0.5578,2,0.3738,2,0.8963,0.5763,10.95
100496,0,F,-12788,-5035,246360.43,1447478.57,69486.89,Higher education,Single / not married,House / apartment,Self-employed,0.4783,0.3267,0.6107,2,0.1963,0,0.6312,0.1157,2.68
100497,0,F,-14166,-2815,53783.75,206759.34,20199.25,Secondary,Single / not married,Municipal apartment,Working,0.6794,0.5242,0.3288,5,0.0263,2,0.7797,0.0214,0.46
100498,1,F,-15961,-2633,122444.84,606644.84,54058.25,Higher education,Married,House / apartment,Commercial associate,0.5399,0.5621,0.7172,4,0.1076,5,0.7478,0.1809,4.47
100499,1,F,-18345,-2869,49269.15,120573.44,7193.18,Secondary,Married,House / apartment,Working,0.5678,0.3306,0.5896,1,0.2142,3,0.8393,0.3816,8.71
100500,0,F,-25008,-1344,64712.95,135809.09,6994.45,Secondary,Married,House / apartment,Pensioner,0.2834,0.3607,0.4963,0,0.043,1,0.5345,0.0866,0.88
100501,0,M,-13389,-6634,311802.18,794880.88,45615.48,Incomplete higher,Married,House / apartment,Working,0.3564,0.6976,0.604,2,0.0975,2,0.9467,0.1253,3.1
100502,0,F,-10495,-11292,240951.69,1171732.59,132890.72,Higher education,Married,House / apartment,State servant,0.4818,0.5714,0.2976,4,0.0558,2,0.6376,0.1198,1.92
100503,0,F,-24790,-6767,99139.76,148996.15,5787.57,Higher education,Single / not married,House / apartment,Working,0.8194,0.824,0.5521,2,0.0194,1,0.7765,0.1126,1.82
100504,0,F,-9943,-1911,64448.59,296720.83,20438.07,Secondary,Married,Municipal apartment,Pensioner,0.3837,0.65,0.5408,5,0.1629,2,0.7833,0.1015,0.45
100505,0,M,-23464,-10324,28839.73,56549.06,2012.71,Higher education,Married,House / apartment,Commercial associate,0.674,0.5567,0.6172,4,0.0667,1,0.7068,0.185,0.25
100506,0,M,-9843,-2553,109215.41,489579.55,37019.34,Higher education,Single / not married,House / apartment,Commercial associate,0.5384,0.5259,0.3647,3,0.0254,3,0.6971,0.0448,0.63
100507,0,M,-13807,-12685,557505.84,1594262.15,70488.85,Secondary,Married,House / apartment,Pensioner,0.5642,0.3218,0.4614,1,0.2564,1,0.9725,0.0691,1.08
100508,1,F,-25151,-5354,187060.31,1038944.34,57545.28,Secondary,Married,Rented apartment,Self-employed,0.4796,0.3175,0.4758,2,0.1698,1,0.7673,0.0499,0.19
100509,0,M,-10263,-19,108253.96,315430.54,37322.72,Higher education,Married,House / apartment,Commercial associate,0.3336,0.3644,0.7682,3,0.0341,2,0.4826,0.0687,0.18
100510,0,M,-10160,-4274,190192.9,1064716.1,49739.39,Higher education,Married,Rented apartment,Working,0.404,0.7203,0.4422,1,0.0568,0,0.4208,0.0279,0.23
100511,0,F,-18195,-12153,62409.51,253095.89,29101.5,Secondary,Married,House / apartment,Working,0.4105,0.5954,0.4595,3,0.2267,2,0.9173,0.0265,0.1
100512,0,F,-10702,365243,125050.4,310249.07,33778.35,Higher education,Married,With parents,Working,0.5702,0.8201,0.3458,1,0.0842,0,0.6675,0.0113,0.27
100513,0,F,-7736,365243,155548.46,829037.37,36762.12,Secondary,Widow,With parents,Working,0.5346,0.6727,0.3593,2,0.0743,1,0.7994,0.2123,4.14
100514,0,F,-19726,-14434,140455.31,400522.26,21147.18,Secondary,Married,House / apartment,State servant,0.549,0.5057,0.6147,1,0.0865,1,0.8451,0.0687,0.6
100515,0,F,-24458,-3384,227508.61,966820.42,35272.14,Secondary,Married,With parents,Working,0.531,0.3196,0.4995,5,0.1644,1,0.6719,0.0017,0.03
100516,0,F,-20883,-6167,178002.86,702881.87,39122.45,Secondary,Married,Rented apartment,Pensioner,0.3273,0.2205,0.3115,1,0.2566,1,0.7988,0.0397,0.59
100517,0,M,-24545,-6692,212687.52,1071376.93,36054.95,Higher education,Married,House / apartment,Commercial associate,0.7698,0.3652,0.7777,3,0.0793,2,0.655,0.1014,1.1
100518,0,F,-16726,-2936,100850.57,267374.52,31625.77,Higher education,Single / not married,House / apartment,Pensioner,0.6352,0.3453,0.2674,3,0.0895,2,0.5599,0.0391,0.2
100519,0,F,-18282,-5593,241300.54,498121.82,17611.85,Secondary,Married,House / apartment,Working,0.3849,0.4983,0.4237,2,0.1861,2,0.6916,0.2486,3.9
100520,0,F,-24875,-7272,360740.93,2022906.89,157680.31,Higher education,Civil marriage,House / apartment,State servant,0.7081,0.5503,0.4453,2,0.297,3,0.8988,0.1242,0.66
100521,1,M,-16309,-10212,86371.91,250922.17,20622.48,Secondary,Married,House / apartment,Working,0.3353,0.1431,0.4351,0,0.0177,2,0.9736,0.1571,0.55
100522,0,F,-7995,-7236,90379.02,388503.82,20791.62,Secondary,Married,House / apartment,Working,0.4381,0.1765,0.3995,1,0.016,3,0.9227,0.0191,0.38
100523,0,F,-11571,-1510,307024.06,1663837.84,74452.74,Incomplete higher,Single / not married,House / apartment,Pensioner,0.6245,0.6659,0.4173,0,0.0377,0,0.7384,0.0029,0.01
100524,0,F,-18403,-6804,132556.04,247104.25,11367.9,Secondary,Widow,Rented apartment,Working,0.3813,0.3605,0.7028,2,0.1164,1,0.6791,0.3148,7.02
100525,0,F,-22633,-12387,318730.68,896874.59,56845.69,Higher education,Married,House / apartment,Pensioner,0.4274,0.2137,0.2559,1,0.0364,3,0.7515,0.7127,9.0
100526,0,M,-18146,-296,115451.45,216588.51,10061.49,Higher education,Single / not married,House / apartment,Commercial associate,0.6899,0.6396,0.5632,7,0.4095,2,0.6338,0.1813,0.6
100527,0,F,-14554,-14572,327838.07,1851345.41,103297.7,Higher education,Married,House / apartment,Pensioner,0.3529,0.2922,0.5473,1,0.0842,1,0.9404,0.3282,6.17
100528,0,F,-13045,-1874,158311.07,907554.61,72136.57,Higher education,Married,House / apartment,Commercial associate,0.6209,0.5993,0.4321,1,0.0697,3,0.7408,0.044,0.3
100529,1,F,-19519,-133,169740.46,945987.2,107367.14,Secondary,Married,With parents,Commercial associate,0.6813,0.4265,0.5277,1,0.1655,3,0.7526,0.2301,3.6
100530,0,F,-23386,-2058,348221.8,1093859.26,48893.44,Incomplete higher,Single / not married,With parents,Commercial associate,0.5799,0.3412,0.512,4,0.0485,0,0.6488,0.0732,1.37
100531,0,M,-12272,-3653,120695.51,441522.59,20831.16,Secondary,Single / not married,House / apartment,Commercial associate,0.5951,0.4161,0.342,2,0.1846,0,0.8224,0.2846,5.99
100532,0,F,-17188,-5135,87761.91,492558.62,25813.47,Higher education,Married,Municipal apartment,Working,0.7357,0.4545,0.477,0,0.0513,3,0.8667,0.0239,0.18
100533,0,F,-14944,-12112,115069.28,630909.37,35165.82,Higher education,Civil marriage,House / apartment,Working,0.6021,0.4258,0.3779,2,0.45,3,0.7076,0.1706,1.95
100534,0,F,-11705,-8479,188864.23,293031.31,15348.14,Secondary,Married,House / apartment,Working,0.3758,0.4048,0.416,3,0.2131,0,0.8064,0.2599,6.21
100535,0,F,-14548,-9324,62244.94,143517.78,13691.62,Secondary,Single / not married,Rented apartment,Working,0.4883,0.7833,0.3569,0,0.1872,0,0.7528,0.266,0.54
100536,0,F,-8880,-12816,209108.6,697886.65,30353.19,Higher education,Married,House / apartment,Self-employed,0.5459,0.4051,0.4676,2,0.0156,4,0.7725,0.1532,0.27
100537,0,M,-16782,-1919,109499.56,534138.53,19837.65,Secondary,Married,House / apartment,Pensioner,0.4939,0.4566,0.7409,0,0.1567,1,0.9449,0.2533,0.65
100538,0,F,-9215,-3261,276868.23,892789.71,84884.94,Incomplete higher,Married,House / apartment,Working,0.5909,0.4287,0.4595,0,0.1102,4,0.5441,0.0426,0.11
100539,0,F,-15778,-14135,39464.5,95810.4,3840.29,Higher education,Married,House / apartment,Working,0.7466,0.3838,0.6002,1,0.1501,3,0.6109,0.1139,1.96
100540,1,F,-23348,-11259,95548.46,499606.73,29024.97,Higher education,Married,House / apartment,Commercial associate,0.37,0.3165,0.3314,3,0.3763,2,0.7274,0.0862,0.21
100541,0,M,-9906,-864,58246.69,176739.42,6974.35,Secondary,Separated,House / apartment,Working,0.6654,0.5279,0.5138,1,0.3253,1,0.9474,0.013,0.07
100542,0,F,-11776,-3302,93486.64,187928.86,9842.41,Lower secondary,Civil marriage,House / apartment,Commercial associate,0.3419,0.322,0.5015,3,0.0124,1,0.8319,0.1841,2.65
100543,0,M,-20196,-5454,168757.2,734266.17,57038.26,Secondary,Single / not married,House / apartment,Working,0.44,0.4992,0.6211,2,0.0212,3,0.9113,0.0722,0.35
100544,0,F,-23521,-476,133442.42,719397.06,42217.16,Secondary,Married,House / apartment,Pensioner,0.6604,0.2632,0.6437,2,0.1832,2,0.97,0.0702,1.2
100545,0,F,-24390,-8511,128109.72,524653.43,49096.46,Secondary,Married,Rented apartment,Pensioner,0.2823,0.3989,0.4497,2,0.1375,4,0.6779,0.1493,0.08
100546,1,F,-9448,-9487,134921.49,807322.13,96344.67,Incomplete higher,Single / not married,House / apartment,Self-employed,0.3179,0.3906,0.5359,1,0.0082,2,0.614,0.289,4.19
100547,0,M,-11576,365243,164697.14,894845.7,103180.65,Higher education,Married,Municipal apartment,Working,0.4443,0.5513,0.6091,3,0.287,0,0.9618,0.0221,0.41
100548,0,M,-24897,-3133,84567.49,219967.31,7553.16,Secondary,Married,House / apartment,Working,0.4169,0.5447,0.5725,3,0.0434,2,0.9061,0.3264,0.67
100549,0,M,-16342,-6211,217242.02,647743.07,21751.64,Higher education,Married,House / apartment,Pensioner,0.2831,0.557,0.4029,5,0.0496,1,0.7006,0.1954,2.34
100550,0,M,-22204,-13426,212026.44,504816.86,56922.04,Secondary,Single / not married,House / apartment,Pensioner,0.2972,0.5122,0.4669,0,0.0165,1,0.6909,0.1699,2.58
100551,0,M,-7557,-10490,182001.62,729749.84,59934.75,Secondary,Married,With parents,Pensioner,0.6339,0.4115,0.6499,0,0.1449,1,0.8022,0.1333,0.75
100552,1,F,-9378,-13627,200004.15,886846.69,47366.14,Secondary,Married,House / apartment,Pensioner,0.8455,0.8039,0.7083,0,0.4113,4,0.773,0.2929,0.82
100553,1,M,-10954,-8073,173343.4,844769.47,38073.06,Secondary,Married,House / apartment,Self-employed,0.2064,0.3567,0.4021,5,0.2883,2,0.7444,0.0748,1.11
100554,0,F,-8839,-1533,451030.53,1751570.15,148532.98,Incomplete higher,Married,House / apartment,Working,0.3691,0.3868,0.5906,2,0.2977,1,0.6463,0.2818,6.87
100555,0,F,-23231,-873,140378.58,287957.64,22714.03,Higher education,Married,House / apartment,Working,0.5426,0.5251,0.3848,2,0.0892,0,0.7514,0.0779,1.56
100556,0,M,-21669,-2842,124380.94,326709.02,16919.44,Secondary,Single / not married,With parents,Commercial associate,0.2753,0.5208,0.6602,1,0.0071,1,0.7252,0.1522,1.86
100557,0,F,-14281,-7606,97300.54,351010.08,38619.75,Secondary,Married,House / apartment,Working,0.712,0.5363,0.6234,0,0.0188,2,0.5239,0.1672,3.95
100558,0,F,-8696,-3072,83471.08,226385.24,11469.23,Incomplete higher,Single / not married,House / apartment,Working,0.5752,0.3553,0.2578,2,0.2068,0,0.7877,0.2464,4.13
100559,0,F,-9198,-4631,74275.8,128359.03,4680.03,Secondary,Widow,House / apartment,Working,0.3909,0.8484,0.597,2,0.0048,1,0.4664,0.1731,3.32
100560,0,M,-11989,-13307,90324.27,497044.71,16727.76,Higher education,Married,House / apartment,Commercial associate,0.6975,0.3594,0.7886,3,0.0908,3,0.8529,0.0383,0.07
